254.21,297.36,162.00,12.00
348.46,297.06,197.00,17.00
366.85,245.95,179.00,17.00
185.10,38.45,88.00,11.00
22.22,266.68,156.00,11.00
317.11,39.68,157.00,14.00
35.93,154.26,155.00,7.00
19.59,136.27,208.00,8.00
38.29,352.86,205.00,15.00
267.69,34.22,109.00,12.00
365.66,254.99,165.00,17.00
177.54,13.02,221.00,12.00
97.04,156.78,45.00,4.00
13.54,320.24,218.00,14.00
60.39,251.59,113.00,8.00
194.60,376.92,225.00,17.00
188.91,90.80,33.00,7.00
138.16,190.03,4.00,3.00
237.97,38.91,186.00,11.00
366.91,294.95,197.00,17.00
66.47,190.17,78.00,6.00
204.30,379.35,239.00,18.00
308.15,254.04,92.00,12.00
214.30,379.14,279.00,18.00
219.53,113.67,28.00,6.00
221.37,287.04,60.00,10.00
99.25,218.51,77.00,6.00
199.92,385.38,239.00,18.00
310.55,295.78,129.00,13.00
361.97,67.45,238.00,16.00
223.56,375.38,285.00,19.00
232.06,370.12,287.00,19.00
202.21,199.97,15.00,4.00
179.33,353.66,148.00,14.00
371.24,71.19,254.00,16.00
242.01,371.16,294.00,20.00
260.62,27.14,207.00,13.00
257.69,17.58,273.00,13.00
379.28,65.24,293.00,17.00
247.80,19.04,300.00,14.00
67.92,262.78,113.00,8.00
132.98,126.38,10.00,2.00
266.95,62.13,79.00,10.00
195.03,206.93,19.00,5.00
9.59,136.00,256.00,9.00
338.68,294.97,263.00,18.00
356.75,255.73,120.00,15.00
296.99,289.01,102.00,12.00
369.44,236.29,181.00,18.00
365.42,304.84,263.00,18.00
13.40,165.82,231.00,9.00
358.58,36.05,237.00,15.00
75.01,100.43,125.00,6.00
44.49,230.92,131.00,9.00
44.28,246.89,114.00,9.00
230.18,275.04,54.00,9.00
251.96,370.20,295.00,20.00
375.34,306.07,283.00,18.00
236.59,73.64,46.00,8.00
383.31,74.40,298.00,17.00
147.47,126.77,8.00,2.00
18.49,308.47,172.00,14.00
261.43,366.99,299.00,21.00
6.58,173.14,260.00,9.00
168.69,316.97,139.00,13.00
184.10,202.18,82.00,4.00
308.94,94.82,227.00,15.00
228.70,35.22,68.00,10.00
374.08,315.99,313.00,19.00
346.06,31.72,237.00,15.00
197.58,252.41,39.00,8.00
63.22,352.08,214.00,15.00
316.07,84.82,184.00,14.00
224.12,26.29,186.00,11.00
267.18,14.43,273.00,13.00
371.70,325.71,321.00,19.00
148.07,191.39,6.00,3.00
20.24,256.87,211.00,11.00
7.73,308.99,218.00,14.00
302.12,87.51,212.00,12.00
268.25,13.07,300.00,14.00
377.32,255.26,179.00,17.00
117.48,185.40,6.00,3.00
356.06,31.70,249.00,16.00
59.52,361.37,240.00,16.00
122.15,152.25,1.00,2.00
320.83,30.39,164.00,14.00
328.58,96.78,227.00,15.00
338.40,98.65,236.00,15.00
72.25,347.78,240.00,16.00
365.75,333.74,332.00,20.00
30.41,111.97,195.00,8.00
72.89,137.76,100.00,5.00
358.32,245.86,310.00,16.00
219.31,366.33,285.00,19.00
204.51,294.91,63.00,10.00
371.07,342.20,339.00,20.00
355.82,334.98,339.00,20.00
58.67,149.76,118.00,6.00
383.69,300.56,283.00,18.00
278.24,12.68,338.00,14.00
50.21,285.34,123.00,10.00
153.96,269.49,201.00,12.00
367.70,351.62,354.00,21.00
8.10,307.68,218.00,14.00
179.51,3.21,230.00,12.00
90.93,167.45,45.00,4.00
63.99,370.32,335.00,16.00
198.19,94.56,30.00,6.00
271.37,365.91,320.00,21.00
307.60,84.91,343.00,13.00
215.02,389.12,285.00,19.00
350.88,257.71,120.00,15.00
81.55,309.26,248.00,12.00
145.61,141.01,0.00,1.00
18.63,228.07,226.00,11.00
150.02,363.45,174.00,16.00
73.44,373.60,348.00,17.00
51.23,346.12,193.00,14.00
367.44,226.49,266.00,18.00
89.52,257.20,105.00,8.00
229.51,251.32,39.00,8.00
169.72,6.79,230.00,12.00
345.65,55.85,168.00,15.00
106.82,117.55,27.00,3.00
381.81,246.32,181.00,18.00
328.71,295.69,292.00,14.00
63.68,202.21,78.00,6.00
28.41,102.17,234.00,8.00
365.87,216.62,312.00,19.00
312.81,24.42,269.00,15.00
252.13,9.28,300.00,14.00
272.11,375.88,326.00,22.00
200.47,282.14,54.00,9.00
89.39,315.47,243.00,13.00
95.25,323.58,377.00,13.00
181.26,297.24,104.00,12.00
159.72,6.45,275.00,13.00
187.90,249.88,130.00,8.00
161.55,153.45,0.00,1.00
20.58,113.78,234.00,8.00
235.80,360.84,294.00,20.00
168.33,369.83,297.00,15.00
150.35,201.13,200.00,4.00
31.48,360.18,214.00,15.00
361.58,207.59,383.00,19.00
223.86,16.29,233.00,11.00
380.31,346.04,354.00,21.00
389.89,240.43,345.00,18.00
235.97,28.34,186.00,11.00
165.09,121.47,224.00,2.00
203.45,30.62,68.00,10.00
282.08,375.21,373.00,22.00
234.67,89.59,46.00,8.00
348.33,99.85,351.00,16.00
95.21,287.02,248.00,12.00
346.11,90.10,351.00,16.00
76.95,179.43,370.00,5.00
357.83,229.25,357.00,17.00
26.82,369.03,272.00,16.00
23.76,247.51,229.00,11.00
197.96,383.92,239.00,18.00
137.42,111.31,12.00,3.00
200.61,197.05,15.00,4.00
159.70,365.50,166.00,15.00
192.95,157.99,7.00,3.00
375.71,218.45,312.00,19.00
357.99,102.44,352.00,16.00
375.04,289.14,197.00,17.00
50.10,315.15,152.00,12.00
188.92,64.96,48.00,9.00
186.56,345.73,148.00,14.00
85.89,327.12,377.00,13.00
291.86,373.09,396.00,23.00
336.85,97.05,236.00,15.00
197.49,14.56,183.00,11.00
297.96,53.90,136.00,12.00
27.80,213.16,226.00,11.00
68.94,358.02,240.00,16.00
75.89,327.20,377.00,13.00
99.70,228.50,81.00,6.00
268.44,356.35,326.00,22.00
369.66,361.42,360.00,21.00
362.02,23.67,315.00,16.00
152.96,210.79,340.00,4.00
83.31,375.16,371.00,17.00
390.69,293.43,432.00,18.00
194.83,278.99,60.00,10.00
378.77,265.16,179.00,17.00
387.57,83.44,302.00,18.00
208.18,94.24,30.00,6.00
359.90,197.73,393.00,20.00
369.13,295.87,197.00,17.00
321.51,254.98,103.00,13.00
276.58,88.51,91.00,11.00
303.05,26.59,269.00,15.00
276.91,351.03,373.00,22.00
150.74,10.85,386.00,13.00
192.32,6.00,221.00,12.00
254.06,272.46,62.00,10.00
63.00,169.10,421.00,6.00
313.92,14.48,350.00,15.00
201.11,110.93,25.00,5.00
383.04,211.65,393.00,20.00
246.13,28.90,233.00,11.00
148.43,373.32,192.00,16.00
96.91,118.36,388.00,4.00
24.59,378.77,408.00,16.00
87.16,120.57,388.00,4.00
314.74,259.85,95.00,13.00
37.06,107.18,195.00,8.00
225.41,72.07,46.00,8.00
250.52,37.88,282.00,12.00
181.62,307.23,104.00,12.00
142.56,16.60,401.00,14.00
347.40,32.48,237.00,15.00
298.87,380.23,416.00,23.00
80.07,384.62,381.00,18.00
132.56,16.66,461.00,14.00
158.83,318.64,145.00,14.00
91.93,370.08,381.00,18.00
150.59,291.39,209.00,12.00
122.60,17.56,478.00,15.00
391.85,92.48,453.00,19.00
358.08,112.44,418.00,17.00
381.41,266.05,179.00,17.00
81.77,118.95,470.00,5.00
4.79,182.98,314.00,10.00
241.85,374.13,294.00,20.00
286.88,350.35,445.00,23.00
364.89,332.04,332.00,20.00
313.99,62.38,143.00,13.00
217.05,275.62,47.00,9.00
152.09,382.63,192.00,16.00
35.61,165.74,155.00,7.00
14.18,272.61,211.00,11.00
12.89,188.84,327.00,10.00
21.11,388.15,423.00,17.00
34.00,226.19,163.00,10.00
385.80,231.30,312.00,19.00
357.51,188.02,409.00,20.00
160.89,159.58,0.00,1.00
368.07,112.84,431.00,17.00
11.43,252.15,268.00,12.00
17.24,258.01,211.00,11.00
168.78,381.83,192.00,16.00
241.58,80.35,58.00,9.00
167.05,135.59,8.00,2.00
157.74,110.79,324.00,3.00
350.00,118.33,418.00,17.00
77.56,224.95,81.00,6.00
192.05,392.00,279.00,18.00
172.51,146.12,3.00,2.00
171.52,154.28,3.00,2.00
232.31,351.47,295.00,20.00
132.01,158.73,0.00,1.00
379.92,202.15,409.00,20.00
178.38,246.83,334.00,9.00
309.93,32.71,157.00,14.00
36.02,131.16,175.00,7.00
188.73,251.66,130.00,8.00
245.81,57.13,322.00,9.00
172.73,391.02,215.00,17.00
210.32,110.31,28.00,6.00
8.75,229.60,229.00,11.00
307.75,43.18,144.00,13.00
372.97,121.56,488.00,18.00
361.60,208.69,383.00,19.00
89.07,121.05,388.00,4.00
186.79,123.53,23.00,4.00
166.14,307.30,139.00,13.00
352.09,179.61,455.00,21.00
170.09,289.57,188.00,11.00
296.32,33.98,203.00,13.00
32.63,296.81,169.00,13.00
339.28,261.24,158.00,14.00
138.57,188.27,4.00,3.00
37.76,166.12,155.00,7.00
75.34,137.25,96.00,5.00
363.66,94.20,418.00,17.00
65.59,130.93,118.00,6.00
26.50,203.24,258.00,11.00
382.36,321.60,321.00,19.00
178.49,365.12,297.00,15.00
70.80,188.15,78.00,6.00
184.90,280.16,128.00,10.00
100.46,375.30,449.00,18.00
115.60,122.33,12.00,3.00
11.75,109.09,355.00,9.00
109.79,378.88,484.00,19.00
351.59,207.24,393.00,20.00
280.76,97.59,101.00,12.00
369.79,196.30,409.00,20.00
38.00,331.35,170.00,14.00
30.68,113.05,195.00,8.00
153.62,259.49,209.00,12.00
200.99,173.84,11.00,3.00
60.34,379.63,348.00,17.00
112.74,15.92,482.00,15.00
358.88,172.27,504.00,21.00
302.75,76.17,212.00,12.00
44.58,173.43,155.00,7.00
349.81,64.98,237.00,15.00
391.23,217.39,430.00,20.00
103.59,19.95,486.00,16.00
381.28,240.22,266.00,18.00
368.53,371.36,367.00,22.00
361.41,57.46,238.00,16.00
352.69,127.97,488.00,18.00
366.59,165.91,535.00,22.00
360.18,158.23,563.00,22.00
170.20,266.00,167.00,11.00
103.77,187.74,18.00,4.00
319.87,299.39,202.00,14.00
188.56,332.31,116.00,13.00
364.50,305.16,263.00,18.00
147.29,112.94,12.00,3.00
84.50,129.83,96.00,5.00
23.13,354.67,272.00,16.00
102.52,167.38,13.00,3.00
63.43,351.30,214.00,15.00
78.74,180.68,370.00,5.00
74.73,126.87,100.00,5.00
385.81,284.70,432.00,18.00
81.57,344.16,436.00,14.00
18.88,298.48,172.00,14.00
28.26,224.67,213.00,10.00
206.83,102.72,28.00,6.00
386.17,354.15,360.00,21.00
45.76,112.11,175.00,7.00
117.83,140.62,27.00,3.00
210.27,23.30,88.00,11.00
36.49,203.63,258.00,11.00
385.04,289.42,283.00,18.00
193.36,179.34,11.00,3.00
370.86,225.29,422.00,18.00
261.53,47.92,79.00,10.00
202.82,47.26,55.00,9.00
338.55,298.35,390.00,15.00
187.64,137.71,17.00,3.00
177.15,236.90,402.00,9.00
150.75,249.92,366.00,13.00
330.06,72.69,184.00,14.00
102.38,164.12,13.00,3.00
50.00,222.54,163.00,10.00
82.00,368.90,371.00,17.00
243.36,4.45,301.00,14.00
380.61,221.35,312.00,19.00
150.15,3.57,386.00,13.00
93.73,360.24,449.00,18.00
233.89,55.03,322.00,9.00
7.39,219.69,379.00,12.00
368.53,256.31,310.00,16.00
88.79,157.68,45.00,4.00
381.86,55.58,298.00,17.00
160.26,202.51,340.00,4.00
131.06,136.22,8.00,2.00
362.73,196.55,409.00,20.00
185.93,232.12,402.00,9.00
158.71,367.11,174.00,16.00
48.39,265.89,119.00,9.00
196.30,181.50,11.00,3.00
260.02,41.03,600.00,11.00
351.18,208.01,393.00,20.00
375.75,161.89,563.00,22.00
339.72,23.98,350.00,15.00
92.81,333.28,398.00,14.00
225.29,69.89,46.00,8.00
45.25,297.85,365.00,11.00
165.52,111.77,414.00,3.00
69.73,218.74,86.00,7.00
96.46,128.35,388.00,4.00
90.36,267.16,253.00,8.00
279.33,262.07,64.00,11.00
256.95,27.55,468.00,12.00
139.33,377.47,380.00,17.00
134.86,122.55,10.00,2.00
65.19,147.42,100.00,5.00
111.18,388.78,550.00,19.00
287.01,7.89,344.00,15.00
50.55,287.95,133.00,11.00
152.36,209.58,340.00,4.00
198.07,12.32,415.00,11.00
305.58,8.97,394.00,16.00
-2.53,218.42,528.00,12.00
215.28,162.58,560.00,4.00
46.46,157.09,134.00,7.00
34.21,271.63,123.00,10.00
64.74,276.38,304.00,9.00
264.11,295.99,162.00,12.00
356.21,303.38,602.00,16.00
43.57,102.35,593.00,8.00
294.33,389.14,416.00,23.00
196.82,84.68,33.00,7.00
141.98,199.28,6.00,3.00
384.60,157.24,573.00,23.00
378.90,88.42,298.00,17.00
54.37,373.05,348.00,17.00
181.47,258.54,334.00,9.00
21.84,266.89,156.00,11.00
297.38,43.93,136.00,12.00
262.75,81.40,70.00,10.00
92.76,296.72,248.00,12.00
397.24,300.98,363.00,19.00
356.26,219.37,422.00,18.00
358.32,348.14,354.00,21.00
244.89,293.95,87.00,11.00
287.42,57.79,91.00,11.00
297.07,64.86,136.00,12.00
160.13,246.45,521.00,10.00
353.51,22.03,249.00,16.00
156.06,237.31,673.00,11.00
195.23,180.55,11.00,3.00
371.89,22.09,315.00,16.00
168.96,176.24,5.00,2.00
108.47,184.27,18.00,4.00
89.99,104.53,37.00,5.00
257.06,357.99,320.00,21.00
351.59,179.73,455.00,21.00
387.65,291.38,432.00,18.00
358.41,274.94,147.00,16.00
211.85,279.94,54.00,9.00
226.94,6.78,337.00,12.00
205.31,180.45,14.00,4.00
388.34,355.86,411.00,22.00
280.95,98.33,458.00,12.00
46.99,106.01,593.00,8.00
